Gelir,Yas,KrediPuani,CalismaYili,Skor,GeriOdemeSuresi
76953.0,82.0,410.0,19.0,70.61227696078431,38.349985294117644
40771.0,46.0,656.0,39.0,63.483242647058816,35.924897058823525
32194.0,18.0,661.0,4.0,48.080593137254894,34.62797058823529
75822.0,36.0,499.0,27.0,64.88619117647059,30.603323529411764
8159.0,35.0,398.0,27.0,34.52433088235294,50.37201470588236
49254.0,25.0,78.0,45.0,35.52319117647059,48.333558823529415
54610.0,72.0,814.0,58.0,85.39247549019608,30.87691176470588
18853.0,78.0,67.0,31.0,33.74242401960784,60.0
50994.0,43.0,767.0,7.0,66.50118137254903,29.7515
30163.0,74.0,414.0,28.0,52.87190931372549,48.98866176470588
40307.0,43.0,714.0,15.0,61.33277205882353,33.982073529411764
17819.0,63.0,162.0,46.0,36.79585049019608,58.192308823529416
35943.0,27.0,32.0,24.0,25.337448529411766,53.24954411764707
69963.0,40.0,442.0,1.0,56.61455637254902,34.215132352941175
29502.0,41.0,122.0,27.0,30.951485294117646,53.859794117647056
47772.0,69.0,68.0,28.0,42.01646078431372,54.17464705882353
25550.0,26.0,18.0,8.0,17.879289215686274,56.14191176470588
38909.0,60.0,218.0,21.0,42.46734558823529,50.919808823529415
62142.0,32.0,511.0,14.0,57.21305392156863,33.19979411764706
66692.0,41.0,790.0,51.0,80.3330294117647,24.915235294117647
58228.0,48.0,695.0,0.0,65.8355,30.648882352941172
17717.0,68.0,426.0,51.0,51.19093382352941,51.04133823529412
28379.0,61.0,189.0,30.0,38.889183823529414,54.52289705882354
33365.0,78.0,44.0,57.0,42.43540441176471,59.54110294117646
77601.0,40.0,21.0,26.0,43.83370833333334,44.687985294117645
57992.0,41.0,511.0,54.0,64.44111764705883,35.29611764705882
21164.0,21.0,259.0,38.0,31.399245098039216,49.56194117647059
17040.0,23.0,420.0,5.0,32.399803921568626,46.09294117647059
79710.0,25.0,43.0,23.0,41.63046568627451,41.748970588235295
27546.0,27.0,739.0,58.0,61.12582843137254,34.55467647058824
7610.0,54.0,669.0,41.0,53.87531862745098,44.77397058823529
73696.0,49.0,803.0,46.0,84.6203137254902,23.723058823529414
72891.0,84.0,704.0,4.0,80.8949093137255,30.95372058823529
27825.0,58.0,575.0,17.0,53.97359068627452,42.95551470588235
47554.0,62.0,209.0,19.0,45.42294607843137,49.25855882352941
37301.0,80.0,787.0,42.0,76.84669852941177,36.939455882352945
32948.0,20.0,358.0,7.0,35.07510784313725,43.5865294117647
29386.0,39.0,266.0,42.0,39.71386764705882,49.41820588235294
8473.0,46.0,428.0,28.0,38.80874754901961,50.70527941176471
2183.0,21.0,493.0,51.0,37.45980147058823,47.42483823529412
30766.0,64.0,746.0,39.0,68.20195588235295,37.89673529411765
59894.0,24.0,78.0,2.0,32.11123039215686,45.555911764705876
32720.0,35.0,251.0,55.0,41.48372549019607,48.55529411764706
49670.0,26.0,245.0,42.0,43.27330882352941,43.4354411764706
10611.0,54.0,842.0,32.0,61.64187009803921,38.93548529411765
54037.0,82.0,636.0,48.0,77.4874044117647,37.43192647058823
47001.0,33.0,567.0,38.0,58.405767156862744,35.45563235294117
40804.0,54.0,539.0,37.0,59.53875490196078,40.299
65224.0,24.0,798.0,11.0,69.49233333333332,23.04694117647059
43438.0,71.0,647.0,43.0,70.60885784313726,38.464029411764706
53447.0,29.0,843.0,20.0,69.87007598039216,25.25589705882353
14488.0,19.0,264.0,49.0,30.49378431372549,50.848588235294116
77883.0,82.0,713.0,20.0,85.38651715686274,29.205720588235295
55811.0,19.0,127.0,23.0,35.209517156862745,44.54725
7269.0,62.0,39.0,29.0,23.98273774509804,60.0
67279.0,28.0,829.0,27.0,75.32962500000001,22.092014705882352
76967.0,44.0,637.0,43.0,76.35870343137256,27.19942647058824
55502.0,66.0,85.0,54.0,49.34266176470588,51.38920588235294
51890.0,43.0,637.0,47.0,67.38620098039216,33.35102941176471
58165.0,25.0,697.0,46.0,68.16089460784313,27.899926470588237
48852.0,60.0,697.0,49.0,73.40381372549021,34.34582352941177
18916.0,43.0,825.0,28.0,60.701343137254895,36.06511764705883
43465.0,70.0,22.0,54.0,42.80525735294117,56.721985294117644
77018.0,26.0,583.0,17.0,65.26802450980392,26.65726470588235
3679.0,56.0,796.0,56.0,61.34825245098039,42.25672058823529
4163.0,69.0,704.0,41.0,57.759164215686276,46.37101470588235
59499.0,84.0,619.0,2.0,71.53957598039216,36.8017205882353
31930.0,29.0,208.0,55.0,37.752181372549025,49.311617647058824
67384.0,23.0,496.0,37.0,60.188607843137255,31.27164705882353
16346.0,18.0,830.0,55.0,58.590534313725485,33.61938235294118
14770.0,47.0,120.0,20.0,25.577965686274506,58.3075
23412.0,69.0,244.0,19.0,39.66381372549019,55.08817647058823
64353.0,74.0,448.0,56.0,71.95982598039217,39.44116176470588
46380.0,45.0,164.0,46.0,43.36504901960784,48.875588235294124
3549.0,28.0,695.0,24.0,44.62499264705882,41.965691176470585
22246.0,38.0,439.0,55.0,47.108916666666666,45.99732352941176
77820.0,21.0,688.0,57.0,76.00014705882353,22.78029411764706
47847.0,24.0,727.0,21.0,61.301448529411765,29.479426470588233
15587.0,32.0,824.0,27.0,56.65100735294118,35.63266176470589
44557.0,71.0,18.0,15.0,36.76181617647059,56.6842794117647
23979.0,33.0,390.0,58.0,44.776438725490195,46.41701470588236
17955.0,19.0,671.0,48.0,50.78018382352941,38.01125
78178.0,63.0,356.0,4.0,61.55988725490196,37.39667647058824
6036.0,50.0,400.0,52.0,41.51840196078432,52.60864705882353
58780.0,77.0,520.0,37.0,70.79740196078431,39.069705882352935
42783.0,71.0,773.0,46.0,76.79264460784314,34.921897058823525
47649.0,27.0,841.0,9.0,65.29778676470588,26.528926470588235
17362.0,73.0,759.0,18.0,62.40486764705882,41.92420588235294
21478.0,53.0,429.0,3.0,41.213073529411766,48.24814705882353
34843.0,65.0,772.0,35.0,70.52298774509804,36.230426470588235
27623.0,72.0,108.0,7.0,33.54882107843137,58.38836764705882
11097.0,30.0,378.0,36.0,35.008433823529415,49.63751470588235
6426.0,71.0,63.0,40.0,28.747004901960786,60.0
39892.0,48.0,497.0,11.0,51.4751862745098,41.056411764705885
52712.0,75.0,608.0,51.0,74.52582352941178,37.763176470588235
20676.0,57.0,472.0,31.0,48.543696078431374,47.654529411764706
64322.0,65.0,750.0,19.0,77.87565196078432,29.507735294117644
64840.0,40.0,515.0,16.0,60.628725490196075,33.34882352941176
33113.0,23.0,491.0,59.0,50.76835539215686,39.98645588235294
4551.0,30.0,151.0,17.0,18.704664215686275,57.950485294117655
70500.0,31.0,554.0,8.0,61.13553921568628,29.72794117647059
30206.0,43.0,787.0,52.0,67.14685784313725,34.36026470588236
11879.0,46.0,727.0,7.0,50.65658578431372,41.059661764705886
7727.0,81.0,660.0,44.0,60.34860539215686,48.18589705882353
4232.0,65.0,61.0,13.0,21.918372549019608,60.0
25096.0,20.0,383.0,43.0,39.307078431372545,44.814235294117644
17815.0,46.0,674.0,35.0,55.05513480392157,41.134485294117646
40832.0,35.0,178.0,50.0,40.257098039215684,48.67435294117647
3680.0,60.0,441.0,7.0,37.41725490196078,53.16823529411765
25498.0,78.0,377.0,26.0,49.98920098039216,51.713735294117654
53744.0,43.0,685.0,15.0,65.00694117647058,31.47576470588235
41354.0,74.0,734.0,1.0,67.62735784313726,36.77914705882353
67350.0,31.0,354.0,7.0,50.375857843137254,36.39779411764706
48048.0,35.0,304.0,4.0,41.2258431372549,43.1644705882353
39109.0,25.0,790.0,52.0,66.39136519607844,29.928632352941182
30743.0,51.0,730.0,58.0,67.54823284313726,36.843661764705885
64284.0,36.0,749.0,50.0,76.15748039215686,26.134882352941176
43828.0,63.0,21.0,4.0,32.913931372549015,55.837117647058825
22223.0,28.0,763.0,8.0,52.161075980392155,35.29719117647059
35218.0,20.0,409.0,40.0,43.82635784313725,41.519029411764706
47263.0,73.0,378.0,59.0,62.52166421568627,45.654838235294115
34616.0,78.0,839.0,43.0,77.98296078431373,35.846000000000004
47274.0,29.0,834.0,5.0,64.63167156862745,27.06385294117647
73431.0,66.0,606.0,36.0,77.58368382352941,31.583426470588243
58420.0,84.0,337.0,21.0,61.031029411764706,45.36558823529412
62867.0,37.0,142.0,56.0,48.296693627450985,44.45972058823529
25093.0,71.0,477.0,0.0,48.56281617647059,48.050279411764706
29754.0,43.0,289.0,28.0,39.542063725490195,49.12032352941176
69624.0,26.0,142.0,36.0,44.909,41.47635294117647
33937.0,39.0,340.0,27.0,42.402845588235294,46.10398529411764
20529.0,44.0,844.0,58.0,67.43562990196078,35.22069117647059
26413.0,62.0,432.0,8.0,46.155855392156866,47.98498529411765
10784.0,27.0,647.0,27.0,45.344,41.451058823529415
70605.0,19.0,496.0,23.0,58.12197303921568,29.99580882352941
32292.0,48.0,633.0,5.0,54.025186274509814,38.956411764705884
3096.0,48.0,131.0,22.0,22.28649019607843,60.0
45140.0,60.0,534.0,32.0,61.50789215686275,40.0679411764706
23285.0,35.0,379.0,45.0,42.30246323529412,47.14933823529412
54075.0,54.0,737.0,33.0,73.16636029411764,31.157720588235296
52332.0,19.0,769.0,56.0,69.61665686274509,26.53464705882353
71930.0,79.0,627.0,26.0,79.40120098039216,32.870441176470585
74351.0,40.0,97.0,51.0,50.358095588235294,43.26519117647059
47312.0,54.0,561.0,4.0,57.51454901960784,38.024941176470584
22638.0,21.0,728.0,1.0,47.855916666666666,35.39932352941176
11861.0,39.0,569.0,1.0,40.56748284313725,44.88769117647059
59559.0,71.0,615.0,1.0,68.14835049019608,35.37495588235294
28860.0,54.0,347.0,6.0,40.85779411764706,48.93205882352941
10113.0,73.0,400.0,45.0,47.292375,54.2952794117647
58343.0,28.0,735.0,47.0,70.88842892156863,27.090720588235296
57384.0,34.0,541.0,55.0,64.14449019607844,33.74223529411764
77609.0,73.0,216.0,10.0,58.1112181372549,42.833044117647056
8642.0,63.0,725.0,4.0,52.8485931372549,43.927735294117646
51006.0,56.0,708.0,21.0,69.12136764705882,33.01320588235294
49430.0,79.0,441.0,39.0,64.37742647058823,43.96602941176471
15679.0,59.0,834.0,57.0,68.50903676470588,38.492014705882355
43685.0,32.0,712.0,43.0,64.58383578431373,31.902279411764706
27040.0,57.0,382.0,59.0,51.36156862745098,48.71058823529412
44020.0,53.0,128.0,32.0,40.33495098039216,51.46558823529411
37995.0,53.0,555.0,15.0,55.33636029411765,40.41301470588235
46923.0,56.0,91.0,37.0,41.221615196078425,52.18101470588235
45317.0,60.0,404.0,22.0,53.789953431372545,43.847220588235295
72001.0,80.0,209.0,13.0,57.82586519607843,45.26445588235294
28839.0,23.0,548.0,2.0,42.34795833333334,39.378485294117645
71311.0,22.0,570.0,50.0,67.07495833333333,27.99577941176471
47372.0,84.0,472.0,0.0,59.74097058823529,44.157
69266.0,41.0,777.0,41.0,79.01984803921567,24.65408823529412
14101.0,19.0,138.0,36.0,22.25258088235294,54.65122058823529
65095.0,22.0,374.0,24.0,51.1870955882353,35.314485294117645
18921.0,31.0,400.0,59.0,43.04635539215687,47.15210294117647
30894.0,31.0,639.0,5.0,49.78328921568628,37.129441176470586
62582.0,20.0,493.0,33.0,56.874132352941174,32.20744117647059
39698.0,56.0,112.0,20.0,36.667142156862745,53.36961764705882
57780.0,45.0,671.0,25.0,67.99887254901961,31.113823529411764
44652.0,59.0,750.0,55.0,75.08763725490196,33.719352941176474
15036.0,84.0,15.0,59.0,35.94242156862745,60.0
25447.0,56.0,477.0,46.0,52.83282107843137,46.19707352941176
14653.0,18.0,468.0,25.0,35.92036519607843,44.68969117647059
21518.0,70.0,247.0,3.0,36.66336764705882,55.591088235294116
23881.0,48.0,772.0,12.0,58.57890441176471,36.97092647058824
64263.0,59.0,139.0,18.0,47.52215441176471,46.787191176470586
42928.0,38.0,581.0,40.0,59.04701960784313,36.65035294117647
8377.0,37.0,813.0,57.0,59.60608088235294,38.34692647058824
14960.0,66.0,739.0,46.0,63.58254901960784,42.28941176470588
43371.0,30.0,545.0,38.0,55.30334068627452,36.65725
32476.0,74.0,400.0,26.0,52.74712745098039,48.82217647058823
39330.0,36.0,738.0,9.0,59.448750000000004,32.69691176470589
10581.0,47.0,681.0,27.0,51.57375735294117,42.85475000000001
8724.0,33.0,128.0,54.0,26.059735294117647,57.93664705882353
68814.0,82.0,738.0,9.0,81.32877941176471,30.737676470588227
33440.0,25.0,767.0,23.0,58.34980392156863,32.02235294117647
26076.0,44.0,781.0,58.0,66.55104901960785,35.68688235294118
49124.0,43.0,374.0,30.0,51.13914705882353,41.77782352941176
7317.0,32.0,473.0,46.0,40.198776960784315,48.023691176470585
14226.0,39.0,644.0,20.0,48.15043627450981,42.09055882352941
61284.0,20.0,669.0,16.0,61.83640196078431,27.355470588235292
56217.0,21.0,421.0,59.0,55.66764950980391,36.03398529411765
19973.0,82.0,224.0,50.0,45.6585024509804,58.065573529411765
46725.0,25.0,198.0,51.0,41.221875000000004,45.43639705882353
42126.0,78.0,104.0,53.0,47.87764215686275,55.58614705882353
38872.0,30.0,802.0,45.0,66.87700000000001,30.223176470588236
44994.0,52.0,793.0,26.0,70.75902450980392,31.545617647058823
39826.0,70.0,481.0,37.0,60.20729901960784,44.13173529411765
76479.0,49.0,385.0,7.0,59.49335049019607,35.321426470588236
9238.0,66.0,509.0,49.0,51.11326960784314,50.484617647058826
28783.0,61.0,71.0,41.0,35.32107598039216,57.892485294117655
52715.0,63.0,741.0,25.0,73.62890931372549,32.43889705882353
26124.0,25.0,176.0,1.0,24.12787254901961,51.233705882352936
72443.0,41.0,538.0,37.0,68.29749754901961,30.889250000000004
12464.0,48.0,153.0,44.0,30.501450980392153,58.03105882352941
62630.0,72.0,710.0,52.0,82.50585784313726,31.930735294117646
2974.0,46.0,355.0,42.0,35.64466176470588,54.227088235294126
5598.0,64.0,9.0,57.0,27.08160294117647,60.0
59314.0,61.0,790.0,25.0,77.93882843137256,29.112676470588237
59682.0,83.0,705.0,13.0,77.25329901960785,34.10891176470587
5219.0,35.0,769.0,25.0,50.54732107843137,40.19525
41976.0,73.0,122.0,1.0,38.8253137254902,54.506
5732.0,67.0,2.0,52.0,26.674990196078433,60.0
60879.0,30.0,428.0,28.0,54.69629166666667,35.721426470588234
49078.0,70.0,18.0,39.0,42.22189705882353,55.43638235294117
61995.0,26.0,780.0,15.0,68.57165441176471,24.618897058823528
32984.0,33.0,292.0,39.0,40.37488235294118,47.048117647058824
76580.0,54.0,23.0,7.0,43.67240196078431,46.531470588235294
58541.0,38.0,798.0,40.0,75.11365931372549,26.36475
34499.0,81.0,726.0,56.0,75.49398774509804,39.5517205882353
75622.0,62.0,740.0,50.0,86.10334803921569,26.623911764705877
72766.0,24.0,704.0,50.0,74.39705392156863,23.926147058823524
61685.0,73.0,486.0,41.0,70.01226715686273,38.87286764705882
9360.0,71.0,399.0,13.0,41.15901960784314,54.277647058823526
2172.0,69.0,443.0,58.0,47.563519607843126,54.54523529411765
4596.0,33.0,592.0,4.0,38.013696078431366,45.32158823529412
41811.0,52.0,66.0,5.0,31.85363480392157,53.72372058823529
59313.0,62.0,322.0,50.0,60.316884803921575,42.99527941176471
10448.0,35.0,246.0,1.0,23.89643137254902,54.27035294117647
70438.0,41.0,808.0,54.0,83.08483823529411,23.449323529411767
10585.0,47.0,114.0,9.0,21.892904411764704,59.530220588235295
17536.0,56.0,17.0,2.0,20.885803921568627,60.0
15419.0,29.0,482.0,3.0,35.78800735294118,45.380544117647055
23493.0,75.0,720.0,3.0,60.83928676470588,41.77380882352942
14841.0,50.0,235.0,10.0,30.055571078431374,55.260338235294114
3661.0,54.0,512.0,24.0,42.172875,50.378867647058826
34532.0,66.0,447.0,11.0,51.347539215686275,45.98464705882353
67018.0,37.0,792.0,23.0,74.94155392156863,24.304323529411768
40053.0,81.0,819.0,37.0,78.78654166666666,35.42792647058824
6449.0,45.0,474.0,51.0,43.812492647058825,49.74069117647059
71671.0,34.0,565.0,44.0,68.79819362745097,29.464602941176473
12433.0,82.0,628.0,9.0,55.009433823529406,48.0682205882353
47913.0,75.0,131.0,25.0,45.945806372549015,52.99233823529411
14814.0,63.0,172.0,20.0,31.806230392156863,58.649441176470596
67770.0,69.0,468.0,8.0,65.00590686274509,37.41044117647059
6670.0,76.0,517.0,35.0,50.546348039215694,52.067794117647054
8576.0,75.0,454.0,29.0,47.061098039215686,53.326588235294125
62971.0,84.0,388.0,43.0,68.80432107843137,42.727838235294115
18975.0,71.0,593.0,7.0,52.894056372549024,46.16801470588235
46689.0,40.0,721.0,17.0,63.682884803921574,31.82775
43516.0,37.0,758.0,17.0,63.52830392156863,31.179823529411763
58252.0,75.0,270.0,37.0,58.364107843137255,46.319352941176476
6434.0,70.0,528.0,30.0,48.73039705882353,51.097382352941175
29078.0,30.0,185.0,41.0,33.502289215686275,50.818735294117644
19775.0,24.0,116.0,19.0,21.688174019607846,54.46801470588235
4528.0,33.0,206.0,21.0,22.656823529411763,56.69152941176471
55001.0,29.0,703.0,9.0,62.03125735294117,28.985044117647057
48691.0,20.0,423.0,58.0,52.53755637254901,37.73901470588235
32101.0,38.0,813.0,10.0,60.90454166666667,32.53357352941177
29792.0,63.0,692.0,5.0,59.39356862745098,39.61082352941177
34160.0,46.0,140.0,41.0,37.055098039215686,52.75411764705883
78423.0,45.0,457.0,16.0,64.16940931372548,32.247191176470594
49322.0,42.0,849.0,20.0,71.66437745098038,27.64008823529412
36783.0,72.0,421.0,40.0,57.213232843137256,46.89248529411764
8548.0,74.0,205.0,45.0,37.76432352941177,60.0
14182.0,80.0,139.0,36.0,36.68295588235294,60.0
11916.0,72.0,669.0,19.0,56.058696078431375,45.81511764705882
26462.0,18.0,600.0,55.0,51.56050490196078,37.85508823529412
73818.0,62.0,847.0,11.0,83.96214215686275,23.927852941176475
76570.0,82.0,650.0,26.0,82.9294362745098,31.386911764705886
57079.0,20.0,798.0,4.0,64.33011519607844,24.612602941176466
31349.0,83.0,122.0,36.0,43.026463235294116,58.3392205882353
4734.0,52.0,573.0,22.0,44.64191666666666,48.08120588235294
26990.0,78.0,41.0,28.0,35.07026960784314,60.0
3797.0,56.0,300.0,23.0,32.55132598039216,56.81545588235294
42135.0,67.0,576.0,18.0,61.67121323529412,40.40742647058824
78302.0,72.0,215.0,29.0,61.2554068627451,42.571558823529415
53525.0,77.0,38.0,49.0,48.14442401960784,54.55992647058824
55343.0,45.0,672.0,53.0,71.79872303921569,31.69366176470588
59677.0,55.0,692.0,0.0,67.88475735294118,31.19839705882353
27813.0,39.0,716.0,9.0,54.80046323529412,36.57616176470589
29741.0,67.0,655.0,54.0,66.74111029411765,41.18239705882353
35413.0,64.0,786.0,7.0,66.49360049019609,35.55851470588235
6406.0,77.0,794.0,17.0,60.7179362745098,44.10438235294117
70583.0,59.0,155.0,36.0,53.64509558823529,44.73660294117647
15030.0,74.0,282.0,49.0,44.485269607843136,56.654264705882355
43978.0,65.0,558.0,30.0,63.04469117647059,40.240794117647056
30101.0,23.0,219.0,41.0,33.83885539215686,48.73945588235294
46279.0,35.0,573.0,31.0,57.721291666666666,35.69495588235294
16270.0,39.0,453.0,21.0,40.09536764705882,47.19720588235294
27887.0,53.0,148.0,48.0,37.89291911764706,54.91060294117647
3758.0,36.0,276.0,23.0,26.7014068627451,55.17814705882353
54971.0,63.0,78.0,49.0,47.27490931372549,51.37489705882353
43142.0,67.0,749.0,23.0,71.02334803921568,35.06744117647059
7395.0,79.0,566.0,55.0,57.16332107843137,50.79830882352941
33223.0,74.0,277.0,32.0,48.23901715686275,52.253073529411765
29386.0,36.0,351.0,32.0,41.34131862745098,46.565264705882356
10939.0,69.0,461.0,32.0,47.36487009803922,51.82407352941177
45933.0,83.0,111.0,46.0,49.64448284313725,55.01675
46048.0,50.0,694.0,59.0,71.52486274509805,33.958588235294116
64800.0,48.0,811.0,1.0,73.92549019607844,25.594117647058823
47474.0,26.0,799.0,28.0,66.18706372549019,27.690323529411767
16031.0,43.0,554.0,27.0,46.69986029411765,44.75695588235294
18508.0,63.0,375.0,17.0,42.24442156862745,51.75535294117647
32698.0,34.0,478.0,7.0,43.922534313725485,41.76667647058824
72916.0,47.0,484.0,34.0,66.84546078431373,33.06511764705883
10511.0,55.0,135.0,23.0,27.069075980392153,59.87225
9937.0,52.0,842.0,46.0,63.25186519607843,38.868691176470584
30402.0,30.0,556.0,37.0,50.790946078431375,39.57597058823529
62251.0,20.0,589.0,29.0,60.600987745098045,29.46666176470588
38168.0,23.0,631.0,55.0,58.58554901960784,34.60505882352941
46775.0,22.0,273.0,28.0,40.230821078431376,42.86507352941176
9672.0,84.0,21.0,46.0,32.04660784313725,60.0
72801.0,82.0,514.0,52.0,79.44939460784315,36.32916176470589
36953.0,56.0,400.0,12.0,47.857375000000005,45.5852794117647
55376.0,84.0,288.0,58.0,63.750313725490194,47.567764705882354
75403.0,84.0,251.0,17.0,62.68592892156863,43.649249999999995
37143.0,81.0,440.0,38.0,60.026664215686274,47.302485294117645
56969.0,68.0,575.0,33.0,69.92219852941177,36.845985294117646
20615.0,70.0,300.0,2.0,38.652193627450984,54.258014705882346
38591.0,66.0,331.0,27.0,50.077507352941176,48.38166176470588
15017.0,40.0,287.0,27.0,33.04902205882353,52.51045588235294
78848.0,65.0,138.0,30.0,56.35623529411765,43.87623529411764
70408.0,78.0,695.0,27.0,81.96182352941176,31.133294117647054
12088.0,84.0,627.0,43.0,60.970254901960786,48.41917647058823
10472.0,26.0,745.0,30.0,50.1034705882353,38.52905882352941
43808.0,83.0,662.0,35.0,72.9436862745098,39.34211764705883
3368.0,23.0,392.0,21.0,28.62182352941176,50.33447058823529
42737.0,82.0,840.0,23.0,78.68323774509804,34.25692647058823
45538.0,62.0,329.0,48.0,55.14733823529412,46.233147058823526
77963.0,53.0,547.0,54.0,76.44788970588235,30.65630882352941
58961.0,78.0,724.0,42.0,81.5339044117647,33.14210294117646
5610.0,42.0,230.0,17.0,25.642965686274508,56.77397058823529
39456.0,62.0,774.0,22.0,69.47443137254902,34.66541176470588
46416.0,45.0,95.0,43.0,39.63149019607843,50.896
52030.0,84.0,111.0,14.0,46.83281862745098,53.61014705882353
41553.0,84.0,290.0,54.0,57.99413970588236,50.96469117647059
64455.0,29.0,474.0,31.0,58.466703431372544,33.35683823529412
59337.0,47.0,764.0,23.0,73.09647303921568,28.22457352941177
57484.0,80.0,7.0,24.0,44.70944117647059,54.83488235294118
50840.0,54.0,184.0,6.0,41.429705882352934,48.23117647058823
18228.0,50.0,482.0,30.0,46.28255882352941,47.14888235294118
8817.0,55.0,256.0,44.0,35.62794362745098,56.73692647058823
40400.0,18.0,389.0,0.0,37.69117647058823,40.57647058823529
26720.0,64.0,507.0,17.0,51.770980392156865,45.93764705882353
47276.0,51.0,612.0,14.0,60.86183333333333,36.181
9506.0,44.0,97.0,37.0,24.649063725490198,59.94702941176471
31101.0,48.0,308.0,32.0,42.784443627450976,48.812985294117645
35299.0,25.0,602.0,48.0,55.44888970588235,36.41054411764705
10866.0,35.0,702.0,38.0,51.67867156862746,40.75408823529412
77328.0,27.0,165.0,37.0,49.28231372549019,38.99152941176471
9770.0,39.0,200.0,50.0,30.58531862745098,56.26338235294117
12954.0,63.0,741.0,50.0,62.88520098039216,42.37914705882353
7721.0,84.0,828.0,21.0,65.12478676470589,43.59916176470588
42348.0,42.0,26.0,35.0,32.81971568627451,53.58947058823529
4399.0,51.0,703.0,33.0,52.23197794117647,44.22377941176471
28926.0,73.0,508.0,33.0,57.42960294117647,46.415558823529416
57822.0,36.0,313.0,23.0,48.71658333333333,40.57391176470588
52363.0,62.0,782.0,8.0,72.35769362745098,31.203367647058823
20789.0,53.0,546.0,31.0,51.12724754901961,44.97922058823529
79047.0,28.0,313.0,39.0,57.46027205882353,34.32648529411765
72708.0,29.0,220.0,39.0,50.94197058823529,38.76417647058824
74095.0,50.0,147.0,58.0,56.134644607843136,43.03507352941177
70827.0,72.0,686.0,42.0,82.7836544117647,30.587367647058826
77210.0,78.0,849.0,27.0,91.75963235294117,24.903382352941176
24945.0,74.0,361.0,26.0,48.08770833333334,51.851985294117654
69176.0,74.0,324.0,36.0,64.59982352941176,41.88247058823529
32984.0,34.0,612.0,42.0,56.169,37.754
12967.0,43.0,658.0,29.0,50.77831127450981,42.46413235294118
70727.0,74.0,695.0,0.0,76.64027205882354,30.58295588235294
62046.0,46.0,190.0,17.0,45.865289215686275,44.31202941176471
52033.0,53.0,371.0,50.0,57.77512009803922,42.315279411764706
2517.0,22.0,705.0,18.0,42.29681617647059,41.22369117647059
8611.0,39.0,542.0,26.0,42.24481127450981,46.494308823529416
23566.0,37.0,680.0,34.0,55.209799019607836,38.461441176470586
68618.0,63.0,659.0,5.0,72.40037745098039,30.874911764705885
6439.0,49.0,294.0,54.0,36.77933088235294,55.50789705882353
5303.0,48.0,135.0,8.0,20.969017156862744,60.0
70460.0,47.0,760.0,32.0,78.57936274509804,25.561470588235288
38165.0,84.0,203.0,49.0,51.7961887254902,54.37051470588236
48152.0,18.0,441.0,1.0,43.21190196078431,37.109058823529416
35318.0,72.0,16.0,45.0,38.438367647058826,59.170500000000004
5734.0,25.0,77.0,7.0,12.822799019607844,59.242970588235295
11169.0,83.0,288.0,48.0,45.27072794117647,58.50186764705882
51107.0,25.0,329.0,24.0,44.52983088235295,40.487955882352935
54457.0,43.0,541.0,2.0,56.331178921568636,35.53280882352941
21646.0,45.0,810.0,35.0,62.65646568627451,36.05908823529412
29187.0,53.0,449.0,42.0,51.545125,45.73266176470588
23396.0,32.0,739.0,32.0,56.41271568627451,36.18041176470588
75287.0,61.0,379.0,22.0,64.08752696078432,37.20766176470589
27583.0,67.0,239.0,25.0,41.52205637254902,53.95719117647059
79775.0,64.0,264.0,29.0,62.2313112745098,39.82095588235294
5004.0,56.0,690.0,5.0,48.35689215686275,45.04311764705883
30622.0,35.0,79.0,53.0,32.269524509803915,54.13861764705882
38694.0,78.0,484.0,56.0,64.97299509803922,45.26767647058823
12572.0,44.0,797.0,41.0,59.4066568627451,38.592294117647064
36947.0,77.0,223.0,46.0,50.133556372549016,53.26325
19874.0,24.0,46.0,34.0,20.93118137254902,56.50208823529412
72078.0,72.0,633.0,26.0,78.0919950980392,31.833441176470586
14408.0,47.0,340.0,14.0,34.795156862745095,51.92741176470588
52904.0,56.0,278.0,12.0,48.09782352941177,45.18576470588235
33814.0,43.0,164.0,11.0,32.348877450980396,51.78179411764707
12038.0,78.0,657.0,46.0,61.45150490196078,46.84344117647058
8852.0,35.0,507.0,13.0,37.58028431372549,46.99288235294117
24270.0,79.0,735.0,30.0,67.2777205882353,41.608970588235294
39534.0,50.0,369.0,17.0,46.78799509803922,45.145911764705886
8078.0,67.0,334.0,16.0,37.178269607843134,56.03932352941177
34637.0,18.0,151.0,12.0,26.33005147058823,49.0172205882353
25320.0,26.0,807.0,12.0,55.58911764705882,32.993529411764705
34107.0,27.0,366.0,15.0,38.86659558823529,43.885014705882355
17287.0,69.0,847.0,57.0,72.07674264705882,38.88413235294118
63393.0,65.0,640.0,27.0,73.68413970588236,32.9752794117647
9568.0,42.0,664.0,18.0,47.71741176470588,43.01976470588235
66652.0,30.0,174.0,24.0,44.24155882352942,41.74876470588236
49672.0,31.0,336.0,29.0,46.56621568627451,41.34670588235294
39590.0,64.0,703.0,29.0,67.82075980392156,36.955441176470586
71661.0,42.0,281.0,4.0,50.645424019607844,38.76122058823529
25611.0,40.0,104.0,25.0,28.076674019607847,55.24430882352941
61510.0,71.0,125.0,12.0,47.65448529411765,49.29897058823529
10422.0,77.0,328.0,52.0,46.12785784313725,56.806264705882356
15947.0,30.0,847.0,48.0,60.897772058823534,34.63089705882353
5810.0,54.0,751.0,41.0,57.05914215686275,42.812205882352934
60854.0,50.0,85.0,54.0,47.58495588235294,48.168852941176475
